customer_id,product_id,rating,review_text,review_date
146,292,4,Amazing performance and easy to use.,2024-10-04
326,241,3,Very good quality and worth the price.,2023-12-07
394,193,5,Very good quality and worth the price.,2023-08-26
50,257,5,Exceeded my expectations.,2025-04-05
464,127,2,Excellent product. Highly recommended.,2023-01-15
252,123,2,Excellent product. Highly recommended.,2023-04-18
153,184,3,Good product but delivery was delayed.,2024-05-07
323,217,4,Average product. Could be better.,2025-01-03
484,258,2,Fast delivery and nice packaging.,2023-04-30
441,131,5,Amazing performance and easy to use.,2025-03-18
406,79,4,Average product. Could be better.,2024-11-14
352,51,5,Exceeded my expectations.,2023-03-24
198,177,4,Amazing performance and easy to use.,2023-05-20
170,134,5,Will definitely buy again.,2023-06-17
270,37,2,Good product but delivery was delayed.,2024-05-03
245,171,4,Value for money.,2023-11-25
130,143,5,Good product but delivery was delayed.,2023-06-14
317,151,4,Exceeded my expectations.,2023-04-07
111,253,3,Very good quality and worth the price.,2023-05-14
16,9,3,Exceeded my expectations.,2024-11-06
81,248,4,Good product but delivery was delayed.,2024-03-03
406,186,4,Average product. Could be better.,2023-02-27
62,252,2,Average product. Could be better.,2023-12-13
136,79,2,Fast delivery and nice packaging.,2023-10-10
236,236,4,Amazing performance and easy to use.,2025-04-13
129,275,5,Good product but delivery was delayed.,2023-08-07
279,31,3,Value for money.,2024-08-04
18,72,3,Exceeded my expectations.,2025-01-14
263,61,3,Value for money.,2023-11-05
72,291,5,Excellent product. Highly recommended.,2023-08-15
493,64,4,Not satisfied with the quality.,2024-07-19
242,261,3,Excellent product. Highly recommended.,2025-02-06
86,137,2,Exceeded my expectations.,2024-08-10
22,207,5,Fast delivery and nice packaging.,2023-05-27
423,29,5,Good product but delivery was delayed.,2024-02-04
376,8,3,Will definitely buy again.,2023-12-26
408,289,3,Value for money.,2024-11-27
328,255,4,Excellent product. Highly recommended.,2024-04-06
307,173,3,Average product. Could be better.,2024-06-22
410,230,5,Good product but delivery was delayed.,2024-05-11
396,282,3,Very good quality and worth the price.,2024-12-28
147,101,2,Excellent product. Highly recommended.,2025-05-01
423,256,4,Average product. Could be better.,2025-03-07
321,124,3,Average product. Could be better.,2023-05-26
469,265,5,Fast delivery and nice packaging.,2023-06-01
469,215,2,Average product. Could be better.,2025-03-04
289,76,3,Average product. Could be better.,2023-03-01
250,79,4,Excellent product. Highly recommended.,2025-06-19
131,233,4,Value for money.,2024-11-23
463,102,3,Not satisfied with the quality.,2024-05-14
73,65,5,Good product but delivery was delayed.,2024-05-04
230,18,3,Amazing performance and easy to use.,2025-04-10
396,253,3,Exceeded my expectations.,2024-10-19
336,207,5,Fast delivery and nice packaging.,2025-04-15
175,73,2,Very good quality and worth the price.,2024-08-23
359,210,4,Exceeded my expectations.,2023-08-01
28,154,5,Good product but delivery was delayed.,2024-05-26
131,188,4,Fast delivery and nice packaging.,2023-05-11
437,220,3,Amazing performance and easy to use.,2024-01-29
79,55,1,Not satisfied with the quality.,2023-07-27
368,161,4,Excellent product. Highly recommended.,2025-02-18
262,126,3,Not satisfied with the quality.,2023-12-06
161,113,1,Very good quality and worth the price.,2025-04-04
121,143,4,Fast delivery and nice packaging.,2025-04-06
130,6,4,Not satisfied with the quality.,2025-02-16
137,146,5,Will definitely buy again.,2025-02-23
140,250,5,Good product but delivery was delayed.,2025-06-09
178,115,3,Exceeded my expectations.,2023-01-05
73,84,5,Average product. Could be better.,2023-09-03
281,107,4,Fast delivery and nice packaging.,2023-07-10
66,295,3,Not satisfied with the quality.,2025-05-09
52,147,5,Value for money.,2023-07-20
410,131,5,Good product but delivery was delayed.,2024-04-03
411,89,5,Amazing performance and easy to use.,2024-04-21
173,285,3,Not satisfied with the quality.,2023-10-04
17,167,2,Very good quality and worth the price.,2023-12-27
251,39,1,Will definitely buy again.,2023-09-09
157,158,1,Amazing performance and easy to use.,2024-12-23
369,68,4,Exceeded my expectations.,2025-04-15
190,90,5,Will definitely buy again.,2023-09-29
108,283,2,Fast delivery and nice packaging.,2023-09-25
260,265,1,Value for money.,2023-04-06
318,169,2,Good product but delivery was delayed.,2024-06-09
425,246,4,Amazing performance and easy to use.,2024-02-12
458,145,5,Fast delivery and nice packaging.,2023-11-13
33,20,5,Good product but delivery was delayed.,2024-03-30
389,222,4,Not satisfied with the quality.,2024-04-09
397,95,3,Good product but delivery was delayed.,2024-02-24
76,37,5,Fast delivery and nice packaging.,2024-12-12
278,33,5,Fast delivery and nice packaging.,2024-04-28
148,155,3,Average product. Could be better.,2024-12-17
35,155,3,Exceeded my expectations.,2025-01-13
368,27,1,Value for money.,2023-01-05
77,14,1,Will definitely buy again.,2023-02-04
19,97,5,Fast delivery and nice packaging.,2025-01-25
490,275,4,Will definitely buy again.,2023-04-11
399,300,5,Fast delivery and nice packaging.,2025-02-19
52,95,5,Will definitely buy again.,2023-08-15
100,192,4,Value for money.,2024-06-06
480,132,5,Excellent product. Highly recommended.,2024-01-08
293,100,3,Amazing performance and easy to use.,2024-11-18
222,21,5,Value for money.,2023-08-05
276,51,2,Amazing performance and easy to use.,2025-03-20
257,42,4,Good product but delivery was delayed.,2024-10-05
352,233,4,Will definitely buy again.,2024-10-25
65,234,2,Very good quality and worth the price.,2025-02-11
282,254,4,Value for money.,2024-10-04
269,202,5,Very good quality and worth the price.,2024-09-12
396,29,3,Exceeded my expectations.,2024-06-08
247,225,4,Good product but delivery was delayed.,2023-05-09
59,110,4,Average product. Could be better.,2024-04-24
257,15,4,Not satisfied with the quality.,2024-03-07
238,125,3,Will definitely buy again.,2023-09-04
13,259,4,Value for money.,2024-03-26
309,90,4,Excellent product. Highly recommended.,2023-08-07
101,222,2,Excellent product. Highly recommended.,2025-06-07
266,256,4,Average product. Could be better.,2023-08-21
176,172,4,Value for money.,2024-09-12
255,102,2,Fast delivery and nice packaging.,2025-04-24
47,54,4,Very good quality and worth the price.,2023-10-13
475,174,5,Value for money.,2024-06-19
475,209,4,Good product but delivery was delayed.,2023-12-02
4,47,4,Exceeded my expectations.,2023-10-30
336,13,2,Good product but delivery was delayed.,2023-01-24
240,274,5,Value for money.,2023-06-08
40,275,3,Fast delivery and nice packaging.,2024-11-22
325,27,5,Fast delivery and nice packaging.,2024-08-31
193,293,5,Very good quality and worth the price.,2023-12-14
344,93,5,Fast delivery and nice packaging.,2023-05-02
206,9,2,Will definitely buy again.,2025-03-15
319,7,3,Fast delivery and nice packaging.,2023-04-29
410,296,3,Average product. Could be better.,2023-04-03
276,144,5,Not satisfied with the quality.,2023-12-15
119,39,2,Will definitely buy again.,2023-08-24
362,142,5,Amazing performance and easy to use.,2024-04-07
386,45,5,Exceeded my expectations.,2023-04-26
35,280,4,Excellent product. Highly recommended.,2024-09-29
406,162,2,Not satisfied with the quality.,2025-01-24
104,198,4,Not satisfied with the quality.,2024-04-11
458,293,5,Fast delivery and nice packaging.,2023-06-15
339,299,3,Average product. Could be better.,2025-02-06
350,170,2,Exceeded my expectations.,2025-03-11
247,136,5,Very good quality and worth the price.,2024-03-30
51,288,5,Will definitely buy again.,2023-05-10
249,50,5,Fast delivery and nice packaging.,2024-06-08
309,292,4,Average product. Could be better.,2023-12-08
158,114,5,Very good quality and worth the price.,2025-02-10
109,228,5,Excellent product. Highly recommended.,2023-11-13
118,7,3,Amazing performance and easy to use.,2023-12-04
442,229,4,Value for money.,2023-04-10
459,25,1,Will definitely buy again.,2023-08-10
78,145,5,Will definitely buy again.,2023-02-23
115,8,5,Average product. Could be better.,2024-01-30
200,273,4,Will definitely buy again.,2024-05-23
471,232,4,Good product but delivery was delayed.,2024-02-26
429,95,5,Good product but delivery was delayed.,2024-05-14
145,34,2,Amazing performance and easy to use.,2024-01-20
151,149,5,Will definitely buy again.,2024-11-07
491,248,5,Amazing performance and easy to use.,2024-06-02
120,162,2,Good product but delivery was delayed.,2023-05-31
61,154,4,Excellent product. Highly recommended.,2025-03-22
177,184,4,Value for money.,2024-09-21
251,255,4,Value for money.,2025-04-22
314,74,2,Excellent product. Highly recommended.,2023-08-16
184,114,4,Excellent product. Highly recommended.,2023-07-03
366,278,4,Average product. Could be better.,2025-06-13
22,89,5,Amazing performance and easy to use.,2023-06-20
221,132,4,Very good quality and worth the price.,2024-05-13
47,233,4,Will definitely buy again.,2025-06-13
480,19,4,Exceeded my expectations.,2023-12-13
204,273,3,Not satisfied with the quality.,2025-03-27
347,137,2,Exceeded my expectations.,2024-07-11
255,184,1,Very good quality and worth the price.,2023-08-12
347,289,5,Exceeded my expectations.,2025-06-03
235,253,5,Excellent product. Highly recommended.,2025-06-17
397,70,5,Excellent product. Highly recommended.,2023-01-13
295,251,4,Value for money.,2024-05-28
254,122,3,Very good quality and worth the price.,2023-02-12
156,141,3,Very good quality and worth the price.,2025-01-07
41,103,5,Value for money.,2025-05-29
145,239,5,Not satisfied with the quality.,2024-11-19
359,127,3,Not satisfied with the quality.,2023-07-22
209,48,3,Good product but delivery was delayed.,2024-11-16
208,229,3,Exceeded my expectations.,2024-06-17
43,125,5,Not satisfied with the quality.,2024-08-27
97,67,2,Will definitely buy again.,2023-09-14
245,45,4,Value for money.,2025-05-18
495,21,3,Not satisfied with the quality.,2024-05-22
114,163,5,Good product but delivery was delayed.,2024-03-02
229,249,4,Average product. Could be better.,2023-03-08
380,106,2,Good product but delivery was delayed.,2024-08-06
129,42,5,Exceeded my expectations.,2023-12-25
216,264,4,Average product. Could be better.,2023-10-13
146,179,4,Value for money.,2025-03-16
234,39,3,Good product but delivery was delayed.,2024-06-20
497,286,4,Not satisfied with the quality.,2023-06-02
60,133,3,Average product. Could be better.,2023-11-30
425,223,2,Excellent product. Highly recommended.,2023-10-03
392,98,4,Very good quality and worth the price.,2024-06-25
15,271,3,Fast delivery and nice packaging.,2024-03-31
246,15,4,Value for money.,2024-04-11
285,201,5,Good product but delivery was delayed.,2024-04-17
392,91,5,Not satisfied with the quality.,2024-11-28
164,65,3,Will definitely buy again.,2024-06-06
344,163,5,Exceeded my expectations.,2024-01-31
60,169,4,Good product but delivery was delayed.,2024-03-01
319,248,2,Excellent product. Highly recommended.,2025-04-02
265,60,5,Fast delivery and nice packaging.,2025-05-09
120,220,5,Not satisfied with the quality.,2024-07-05
196,248,4,Value for money.,2023-05-16
478,171,4,Value for money.,2024-08-22
2,145,4,Exceeded my expectations.,2023-05-22
50,160,3,Fast delivery and nice packaging.,2023-04-14
378,5,5,Average product. Could be better.,2024-09-02
72,43,4,Exceeded my expectations.,2023-02-23
253,220,2,Not satisfied with the quality.,2023-01-12
289,291,3,Value for money.,2025-06-07
120,241,5,Value for money.,2024-11-09
182,67,2,Value for money.,2023-08-13
93,298,4,Very good quality and worth the price.,2023-02-26
70,5,2,Amazing performance and easy to use.,2023-07-30
331,154,5,Fast delivery and nice packaging.,2024-07-23
211,105,2,Excellent product. Highly recommended.,2023-03-22
287,269,5,Value for money.,2023-10-05
133,123,4,Not satisfied with the quality.,2025-02-07
386,112,3,Amazing performance and easy to use.,2024-02-26
380,185,2,Very good quality and worth the price.,2024-06-07
217,207,5,Exceeded my expectations.,2024-10-09
291,211,2,Exceeded my expectations.,2023-12-27
431,4,5,Excellent product. Highly recommended.,2023-09-26
166,89,4,Excellent product. Highly recommended.,2025-06-17
95,285,5,Value for money.,2023-01-30
416,218,3,Amazing performance and easy to use.,2025-06-11
163,43,4,Excellent product. Highly recommended.,2023-11-03
92,29,3,Excellent product. Highly recommended.,2024-03-14
247,181,4,Good product but delivery was delayed.,2024-06-14
194,286,2,Exceeded my expectations.,2023-07-19
74,248,1,Excellent product. Highly recommended.,2024-07-09
452,117,2,Will definitely buy again.,2023-07-09
301,96,5,Very good quality and worth the price.,2024-04-07
404,127,5,Very good quality and worth the price.,2025-05-28
263,102,3,Average product. Could be better.,2023-11-04
452,2,5,Exceeded my expectations.,2025-02-04
73,145,5,Exceeded my expectations.,2025-04-16
173,53,4,Very good quality and worth the price.,2023-09-05
235,235,5,Fast delivery and nice packaging.,2025-01-07
466,208,4,Not satisfied with the quality.,2023-03-16
177,179,5,Average product. Could be better.,2023-05-09
191,14,2,Excellent product. Highly recommended.,2024-02-16
265,233,4,Exceeded my expectations.,2024-05-27
286,195,3,Will definitely buy again.,2023-09-16
486,85,3,Good product but delivery was delayed.,2024-03-10
148,204,4,Very good quality and worth the price.,2024-01-21
303,98,2,Exceeded my expectations.,2024-02-11
184,268,2,Exceeded my expectations.,2024-05-03
457,43,5,Value for money.,2023-08-31
263,49,5,Fast delivery and nice packaging.,2024-05-04
471,12,5,Good product but delivery was delayed.,2024-05-22
411,134,4,Excellent product. Highly recommended.,2023-07-13
229,216,3,Very good quality and worth the price.,2025-02-28
176,218,4,Exceeded my expectations.,2023-11-09
30,42,4,Average product. Could be better.,2025-02-23
198,294,5,Not satisfied with the quality.,2025-04-14
62,31,3,Not satisfied with the quality.,2025-05-06
175,134,3,Not satisfied with the quality.,2024-09-17
254,244,5,Good product but delivery was delayed.,2023-06-08
381,189,4,Very good quality and worth the price.,2024-05-05
26,6,2,Exceeded my expectations.,2024-04-26
161,110,4,Fast delivery and nice packaging.,2023-11-25
265,133,3,Excellent product. Highly recommended.,2024-11-29
3,72,5,Good product but delivery was delayed.,2025-04-29
76,109,5,Exceeded my expectations.,2024-12-31
397,289,2,Excellent product. Highly recommended.,2024-08-19
429,5,5,Exceeded my expectations.,2023-11-28
222,244,5,Not satisfied with the quality.,2025-06-14
422,105,4,Will definitely buy again.,2023-03-01
258,138,5,Value for money.,2024-09-11
102,63,5,Amazing performance and easy to use.,2023-09-07
139,91,4,Good product but delivery was delayed.,2024-12-07
187,225,4,Good product but delivery was delayed.,2024-08-29
39,83,3,Exceeded my expectations.,2023-07-06
213,261,4,Not satisfied with the quality.,2024-04-26
486,180,2,Will definitely buy again.,2024-05-29
31,239,2,Fast delivery and nice packaging.,2024-06-10
41,110,5,Excellent product. Highly recommended.,2025-05-31
409,152,5,Will definitely buy again.,2024-07-15
82,23,3,Value for money.,2025-03-15
362,161,4,Good product but delivery was delayed.,2023-12-30
91,289,2,Exceeded my expectations.,2025-04-18
192,194,3,Will definitely buy again.,2023-03-03
283,8,5,Excellent product. Highly recommended.,2025-01-17
219,50,3,Amazing performance and easy to use.,2025-02-10
247,18,4,Very good quality and worth the price.,2024-08-06
403,122,3,Average product. Could be better.,2023-09-05
368,136,5,Exceeded my expectations.,2023-01-27
289,163,2,Will definitely buy again.,2023-03-15
268,66,3,Amazing performance and easy to use.,2024-09-07
475,172,3,Excellent product. Highly recommended.,2023-09-26
288,24,3,Excellent product. Highly recommended.,2023-04-27
263,155,5,Amazing performance and easy to use.,2024-11-17
125,32,5,Fast delivery and nice packaging.,2023-12-11
365,297,5,Good product but delivery was delayed.,2024-04-15
436,247,3,Fast delivery and nice packaging.,2023-12-29
244,116,3,Average product. Could be better.,2024-05-20
74,6,4,Average product. Could be better.,2023-12-25
20,61,5,Amazing performance and easy to use.,2025-06-19
263,129,5,Exceeded my expectations.,2023-01-31
473,69,3,Will definitely buy again.,2024-06-16
157,87,3,Average product. Could be better.,2025-03-30
36,29,5,Good product but delivery was delayed.,2024-11-21
432,137,3,Value for money.,2024-02-07
251,271,5,Will definitely buy again.,2023-12-17
424,175,4,Amazing performance and easy to use.,2023-05-01
265,123,5,Exceeded my expectations.,2025-03-04
31,35,3,Very good quality and worth the price.,2023-08-19
148,234,5,Amazing performance and easy to use.,2025-05-01
216,178,2,Excellent product. Highly recommended.,2024-09-26
444,26,5,Value for money.,2024-11-14
385,64,3,Amazing performance and easy to use.,2023-08-19
256,277,5,Average product. Could be better.,2024-07-27
147,226,3,Not satisfied with the quality.,2023-10-10
403,247,5,Very good quality and worth the price.,2023-12-24
93,151,3,Exceeded my expectations.,2024-07-05
176,12,5,Excellent product. Highly recommended.,2024-09-17
366,178,3,Value for money.,2024-04-04
55,209,3,Very good quality and worth the price.,2024-03-20
70,33,2,Excellent product. Highly recommended.,2023-04-03
337,177,3,Average product. Could be better.,2024-02-23
418,217,2,Exceeded my expectations.,2023-01-26
412,212,5,Excellent product. Highly recommended.,2023-05-06
74,190,5,Exceeded my expectations.,2023-08-11
55,24,4,Very good quality and worth the price.,2024-04-03
93,268,5,Good product but delivery was delayed.,2023-10-08
348,31,5,Good product but delivery was delayed.,2024-08-21
96,197,5,Average product. Could be better.,2025-04-29
404,43,3,Value for money.,2024-06-12
291,224,3,Average product. Could be better.,2025-02-11
342,97,3,Excellent product. Highly recommended.,2023-12-12
288,191,2,Amazing performance and easy to use.,2024-05-27
263,84,5,Average product. Could be better.,2024-02-15
365,43,4,Very good quality and worth the price.,2024-08-05
214,21,4,Excellent product. Highly recommended.,2023-02-26
474,255,3,Exceeded my expectations.,2024-01-04
234,215,5,Average product. Could be better.,2023-08-19
465,6,4,Excellent product. Highly recommended.,2023-01-22
205,160,4,Fast delivery and nice packaging.,2024-06-16
2,176,3,Will definitely buy again.,2025-01-27
167,173,4,Average product. Could be better.,2024-08-22
124,5,3,Will definitely buy again.,2024-04-09
88,234,4,Good product but delivery was delayed.,2023-06-11
261,101,3,Amazing performance and easy to use.,2024-03-07
274,57,3,Excellent product. Highly recommended.,2024-02-19
198,263,3,Excellent product. Highly recommended.,2023-08-07
194,237,4,Not satisfied with the quality.,2023-11-24
373,188,4,Will definitely buy again.,2024-02-07
450,145,3,Exceeded my expectations.,2025-01-01
359,282,4,Exceeded my expectations.,2025-05-25
185,202,1,Will definitely buy again.,2024-04-10
186,2,5,Not satisfied with the quality.,2024-06-10
75,229,2,Value for money.,2023-10-05
308,246,5,Will definitely buy again.,2023-01-05
373,67,5,Value for money.,2023-01-03
269,10,4,Fast delivery and nice packaging.,2024-09-14
114,22,5,Will definitely buy again.,2023-04-12
119,12,3,Amazing performance and easy to use.,2023-03-12
152,299,3,Good product but delivery was delayed.,2023-01-07
304,67,5,Will definitely buy again.,2024-01-18
114,294,5,Average product. Could be better.,2025-03-18
246,82,3,Amazing performance and easy to use.,2025-02-26
229,257,3,Very good quality and worth the price.,2025-03-01
444,276,3,Exceeded my expectations.,2023-04-09
65,50,5,Exceeded my expectations.,2025-03-20
302,45,5,Average product. Could be better.,2024-04-26
277,57,5,Fast delivery and nice packaging.,2024-03-26
279,126,4,Exceeded my expectations.,2024-12-16
192,209,4,Exceeded my expectations.,2023-09-24
161,213,4,Exceeded my expectations.,2025-03-06
357,102,5,Average product. Could be better.,2024-04-15
322,63,5,Very good quality and worth the price.,2024-01-08
383,58,5,Average product. Could be better.,2023-08-27
95,1,5,Amazing performance and easy to use.,2023-04-16
48,261,4,Exceeded my expectations.,2023-02-18
140,286,5,Value for money.,2025-01-01
441,221,3,Very good quality and worth the price.,2023-12-16
34,169,2,Fast delivery and nice packaging.,2024-12-18
278,297,5,Not satisfied with the quality.,2023-08-12
50,84,3,Will definitely buy again.,2023-01-24
329,28,3,Average product. Could be better.,2023-09-16
50,250,3,Will definitely buy again.,2023-04-27
361,45,5,Average product. Could be better.,2025-01-20
453,200,2,Exceeded my expectations.,2023-02-21
200,134,4,Value for money.,2024-05-20
252,211,5,Will definitely buy again.,2023-07-26
52,28,3,Fast delivery and nice packaging.,2024-09-09
164,269,5,Excellent product. Highly recommended.,2023-04-20
340,157,4,Average product. Could be better.,2023-01-04
363,25,3,Excellent product. Highly recommended.,2023-06-25
357,299,4,Value for money.,2024-07-17
191,18,1,Average product. Could be better.,2025-06-13
254,169,4,Very good quality and worth the price.,2024-09-08
286,253,4,Very good quality and worth the price.,2024-05-02
231,52,4,Not satisfied with the quality.,2024-11-23
253,12,4,Average product. Could be better.,2025-03-04
261,202,4,Not satisfied with the quality.,2023-02-08
141,263,5,Average product. Could be better.,2025-03-19
318,293,5,Excellent product. Highly recommended.,2023-06-20
30,5,5,Exceeded my expectations.,2023-09-21
131,125,1,Good product but delivery was delayed.,2023-07-09
474,109,5,Good product but delivery was delayed.,2025-05-19
171,275,5,Not satisfied with the quality.,2024-11-05
367,279,4,Excellent product. Highly recommended.,2023-12-03
318,142,5,Will definitely buy again.,2023-12-23
436,107,5,Average product. Could be better.,2024-01-07
69,151,4,Not satisfied with the quality.,2024-10-25
52,17,5,Will definitely buy again.,2025-04-04
182,91,3,Fast delivery and nice packaging.,2024-11-17
46,299,3,Good product but delivery was delayed.,2024-10-27
68,47,5,Value for money.,2025-03-19
459,23,5,Fast delivery and nice packaging.,2023-11-02
314,53,3,Amazing performance and easy to use.,2023-09-24
129,153,5,Amazing performance and easy to use.,2023-10-07
115,147,2,Will definitely buy again.,2023-10-27
86,166,4,Not satisfied with the quality.,2024-08-21
269,129,5,Will definitely buy again.,2023-06-09
98,137,4,Excellent product. Highly recommended.,2023-04-16
113,194,4,Excellent product. Highly recommended.,2025-04-30
479,253,4,Value for money.,2024-05-01
303,43,5,Amazing performance and easy to use.,2024-10-21
422,198,5,Not satisfied with the quality.,2025-03-05
144,157,2,Value for money.,2023-09-17
134,170,5,Exceeded my expectations.,2024-11-06
425,150,3,Average product. Could be better.,2025-02-07
114,103,5,Will definitely buy again.,2025-02-05
30,99,5,Value for money.,2023-03-20
32,136,5,Very good quality and worth the price.,2023-12-01
144,46,3,Fast delivery and nice packaging.,2024-11-25
233,275,3,Average product. Could be better.,2024-05-11
454,15,2,Excellent product. Highly recommended.,2024-10-18
43,293,3,Fast delivery and nice packaging.,2023-02-08
192,280,3,Fast delivery and nice packaging.,2023-08-21
249,247,4,Amazing performance and easy to use.,2023-07-21
67,16,3,Very good quality and worth the price.,2024-11-16
91,213,5,Good product but delivery was delayed.,2024-06-24
421,110,4,Good product but delivery was delayed.,2025-03-07
245,144,1,Not satisfied with the quality.,2023-04-01
103,158,5,Exceeded my expectations.,2023-07-04
293,219,5,Will definitely buy again.,2023-05-06
308,11,5,Fast delivery and nice packaging.,2023-08-14
470,57,4,Will definitely buy again.,2023-05-26
210,283,3,Good product but delivery was delayed.,2024-08-24
316,92,2,Exceeded my expectations.,2023-01-18
439,10,5,Value for money.,2024-09-22
44,113,4,Value for money.,2025-05-05
436,155,2,Very good quality and worth the price.,2023-09-13
10,288,3,Very good quality and worth the price.,2024-11-07
402,52,4,Very good quality and worth the price.,2023-05-15
361,233,5,Exceeded my expectations.,2023-09-16
271,99,2,Will definitely buy again.,2023-10-04
266,134,3,Will definitely buy again.,2023-12-27
317,82,1,Value for money.,2024-04-29
283,3,5,Good product but delivery was delayed.,2025-02-22
176,93,3,Good product but delivery was delayed.,2024-08-24
72,87,5,Not satisfied with the quality.,2024-09-16
259,99,4,Not satisfied with the quality.,2023-07-05
114,131,4,Will definitely buy again.,2024-06-20
406,209,3,Value for money.,2024-12-14
184,210,5,Value for money.,2024-04-14
40,183,4,Good product but delivery was delayed.,2024-04-21
141,46,2,Good product but delivery was delayed.,2024-06-18
93,97,3,Value for money.,2024-08-12
449,180,3,Good product but delivery was delayed.,2024-04-26
369,49,1,Amazing performance and easy to use.,2023-10-31
288,63,4,Not satisfied with the quality.,2025-06-01
87,81,4,Exceeded my expectations.,2024-03-16
109,141,5,Not satisfied with the quality.,2025-06-04
442,43,4,Very good quality and worth the price.,2025-02-06
467,29,5,Very good quality and worth the price.,2023-09-10
324,264,3,Excellent product. Highly recommended.,2023-06-24
191,184,3,Not satisfied with the quality.,2025-04-20
206,139,2,Exceeded my expectations.,2023-12-26
69,148,4,Good product but delivery was delayed.,2024-03-30
163,51,4,Very good quality and worth the price.,2024-07-16
227,219,4,Good product but delivery was delayed.,2023-08-01
313,21,5,Value for money.,2023-01-16
34,292,3,Excellent product. Highly recommended.,2024-07-30
189,226,4,Amazing performance and easy to use.,2025-05-21
326,81,5,Value for money.,2024-05-18
355,196,3,Average product. Could be better.,2024-05-17
110,64,4,Average product. Could be better.,2023-10-30
395,90,3,Very good quality and worth the price.,2025-04-16
497,37,5,Not satisfied with the quality.,2024-11-15
21,276,3,Exceeded my expectations.,2025-03-14
132,213,4,Will definitely buy again.,2023-04-06
81,238,4,Fast delivery and nice packaging.,2025-01-19
431,24,4,Not satisfied with the quality.,2024-04-19
95,152,4,Will definitely buy again.,2023-02-24
319,141,2,Value for money.,2023-05-22
152,36,3,Average product. Could be better.,2024-01-10
479,250,4,Amazing performance and easy to use.,2023-10-09
191,195,5,Exceeded my expectations.,2023-05-20
428,179,5,Excellent product. Highly recommended.,2024-08-15
392,42,5,Will definitely buy again.,2024-07-18
